source ,,http://www.vdh.virginia.gov/coronavirus/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carroll,63,51035,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,1,1,2,4,0,2,4,1,2,5,1,0,5,1,2,3,3,1,1,14,0,2,0,8,3,7,2,2,2,1,5,1,3,5,17,0,3,5,11,8,4,5,1,6,6,2,2,2,1,9,0,1,1,4,3,4,0,5,3,3,5,7,3,1,2,5,1,2,4,2,3,1,4,2,4,8,4,1,7,4,0,1,1,3,6,5,4,0,1,3,2,2,1,3,3,0,1,4,12,6,7,0,0,1,2,4,1,1,3,5,5,4,5,0,0,0,0,0,0,0,0,0,0,
Grayson,64,51077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,7,3,1,2,0,1,1,1,0,0,1,0,2,0,2,4,1,1,0,2,3,1,0,2,2,4,0,2,5,1,1,5,3,0,3,0,0,0,2,1,5,3,2,1,1,0,0,3,0,0,0,0,2,1,0,1,1,1,1,0,0,0,0,1,0,1,2,2,2,1,3,1,3,0,3,3,0,4,3,1,2,1,4,1,1,4,10,1,0,3,4,5,0,0,0,1,4,3,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,
Smyth,65,51173,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,3,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,4,2,2,3,0,1,1,0,1,0,0,2,1,0,3,1,2,0,0,0,0,0,0,1,0,0,2,0,1,3,14,6,0,4,0,1,1,11,2,2,1,2,4,5,5,5,8,3,0,3,4,10,6,2,2,1,3,4,2,4,5,2,11,3,7,11,0,0,0,0,0,0,0,0,0,0,
Washington,66,51191,0,1,0,0,1,0,0,0,0,1,0,2,0,5,2,3,2,7,0,4,0,0,0,1,0,2,0,0,0,1,0,0,4,0,0,2,0,2,1,0,0,1,1,0,1,0,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,1,0,1,1,0,1,2,4,2,4,7,1,1,1,5,5,4,7,1,2,4,1,12,5,6,4,0,11,7,6,2,9,0,3,7,12,8,6,12,4,0,6,5,8,11,22,5,2,5,2,4,0,0,0,0,0,0,0,0,0,0,
Wythe,67,51197,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,2,0,0,6,1,0,3,3,0,2,0,4,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,2,0,1,3,0,1,0,2,2,0,0,0,0,0,2,0,0,3,2,0,1,4,3,1,5,5,1,4,5,0,1,1,3,2,2,3,3,0,1,0,4,3,0,0,1,3,1,2,3,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,
Bristol,68,51520,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,2,1,0,1,0,1,0,3,3,2,2,2,4,3,5,1,1,3,4,2,7,2,4,2,1,4,1,5,1,1,2,8,0,2,1,1,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
Galax,69,51640,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,5,1,2,13,0,6,1,1,1,11,10,1,8,1,1,11,3,2,0,0,0,3,2,1,7,9,2,1,0,5,11,1,3,4,9,0,3,4,0,1,6,11,6,22,11,1,1,2,3,6,5,1,1,3,6,5,5,1,8,1,0,3,5,2,2,7,4,5,1,0,1,4,1,1,1,2,4,0,3,1,4,1,0,1,6,5,5,4,0,1,2,2,0,0,7,3,1,0,6,0,1,0,3,1,1,1,0,0,1,2,32,0,0,0,0,0,0,0,0,0,0,0,0,
Floyd,70,51063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,4,1,0,0,2,0,1,0,0,0,0,0,1,0,2,0,2,0,1,1,4,2,2,0,2,8,6,18,0,2,13,19,2,0,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,
Giles,71,51071,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Montgomery,72,51121,0,0,0,1,0,0,0,0,0,0,5,0,1,9,0,1,1,13,1,0,1,1,0,6,2,0,2,4,2,0,0,1,0,3,0,1,1,0,0,0,3,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,1,0,4,1,2,0,2,3,6,0,3,1,1,0,0,0,0,0,2,0,0,0,10,3,0,2,4,0,6,4,10,7,2,2,2,5,1,3,5,4,3,2,5,5,9,6,2,2,3,3,4,5,4,0,4,8,2,5,3,15,2,1,4,9,2,5,9,0,3,5,5,0,4,0,2,5,1,2,6,6,5,5,0,4,12,0,0,0,0,0,0,0,0,0,0,
Pulaski,73,51155,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,0,0,0,1,1,0,0,3,3,1,0,2,0,0,0,0,0,0,0,1,0,5,0,0,1,2,0,0,0,0,6,0,1,0,2,0,0,0,0,0,0,3,0,0,2,2,0,1,1,2,1,1,0,0,1,1,0,4,4,2,1,0,0,0,0,1,3,1,3,2,4,1,0,1,0,0,0,1,0,0,4,1,3,3,0,0,0,0,0,0,0,0,0,0,
Radford,74,51750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,2,1,0,0,2,0,0,0,7,1,2,12,3,2,1,2,2,2,3,2,2,1,1,3,3,16,0,0,0,0,0,0,0,0,0,0,
Norfolk,75,51710,0,1,2,2,4,3,10,6,4,6,12,4,1,12,5,7,4,2,0,9,0,2,6,3,1,2,2,5,8,10,5,28,10,5,4,4,6,6,7,10,18,12,6,13,4,16,14,4,11,8,11,11,1,0,11,9,0,7,11,5,6,33,18,1,1,18,20,13,18,9,9,13,8,2,21,6,7,9,14,11,13,17,8,13,17,6,3,16,14,9,1,24,24,27,20,13,34,26,19,53,13,67,5,33,57,32,95,71,88,100,40,18,136,146,132,114,21,59,115,60,100,93,79,110,8,35,123,143,100,5,25,135,80,68,3,133,71,3,0,84,15,56,37,49,38,20,30,30,29,28,0,0,0,0,0,0,0,0,0,0,
James City,76,51095,0,12,6,10,5,3,16,6,2,7,7,6,1,1,3,1,2,1,0,0,2,4,3,3,1,2,0,5,1,2,1,1,2,1,1,0,3,2,1,2,4,0,0,1,3,0,4,0,1,0,0,5,0,7,1,2,0,0,2,1,4,1,3,0,2,0,0,3,1,4,1,0,0,0,5,1,7,0,1,5,1,2,0,3,0,1,1,1,3,3,0,2,1,3,1,2,4,5,2,3,2,9,14,4,9,7,10,9,4,5,20,17,10,2,6,6,35,15,4,8,7,13,6,7,13,8,7,6,7,3,8,13,10,1,2,21,6,6,9,1,3,3,8,5,4,10,2,0,10,5,0,0,0,0,0,0,0,0,0,0,
York,77,51199,0,3,0,0,0,2,3,2,1,0,2,1,1,4,0,0,0,2,2,4,2,0,2,1,0,6,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1,4,0,1,1,2,1,1,1,0,0,1,0,0,2,2,0,1,1,2,0,1,0,0,2,3,0,0,0,2,3,4,0,0,0,3,1,1,2,0,1,0,0,3,1,1,2,5,0,0,2,2,4,1,0,0,1,4,4,5,2,0,4,5,4,5,11,8,8,4,1,10,9,16,10,8,3,6,16,11,9,3,5,3,3,8,7,2,8,12,5,3,17,6,5,7,1,1,8,11,6,6,3,1,2,1,6,0,0,0,0,0,0,0,0,0,0,
Newport News,78,51700,0,5,4,1,4,1,5,6,4,4,11,3,3,3,3,4,4,7,3,10,5,2,2,3,2,0,1,0,0,4,2,2,2,1,0,2,4,2,3,2,7,1,1,3,7,8,7,5,2,5,8,5,3,6,13,3,2,4,9,10,3,8,5,4,3,0,1,15,9,9,1,7,10,5,6,2,1,5,9,14,6,14,10,9,9,3,8,20,8,9,5,11,3,8,16,10,13,10,12,6,8,19,16,8,21,21,25,20,14,26,96,41,44,40,44,45,122,55,31,39,32,48,29,39,50,15,30,25,29,16,50,32,46,17,2,52,28,11,20,8,17,26,38,24,20,13,23,18,14,24,0,0,0,0,0,0,0,0,0,0,
Poquoson,79,51735,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,1,1,1,2,0,2,0,0,1,1,0,1,1,0,0,3,1,1,0,2,0,1,0,0,0,0,0,1,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,
Williamsburg,80,51830,0,0,0,1,1,0,1,1,0,0,1,2,1,1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,1,1,1,4,2,0,2,0,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,3,8,2,1,2,1,0,0,0,4,3,2,1,3,0,3,0,2,1,2,1,1,1,3,0,0,1,1,2,2,3,3,2,0,2,1,4,2,0,0,2,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,
Amelia,81,51007,0,1,0,0,0,0,1,0,2,1,1,0,0,1,1,0,1,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,2,0,0,2,0,0,0,1,2,0,0,3,0,1,1,1,0,3,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,1,1,2,2,1,3,0,1,0,0,0,1,0,4,1,0,5,0,1,0,1,0,0,0,1,3,1,1,0,0,2,1,0,1,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,
Buckingham,82,51029,0,0,0,0,0,0,2,0,0,1,1,0,0,2,3,0,1,4,0,2,2,4,1,1,1,1,0,1,0,4,0,3,1,10,10,0,3,36,43,0,0,34,30,24,0,21,0,0,55,46,1,18,45,0,6,2,0,19,1,4,0,1,2,0,8,0,3,3,2,4,2,2,6,2,4,0,3,13,20,1,1,0,2,13,8,10,0,0,0,1,0,0,2,0,1,0,0,0,3,1,6,0,0,5,0,1,1,2,2,1,0,0,0,1,1,0,3,2,3,0,3,0,1,1,0,0,0,0,1,1,2,0,0,1,1,3,4,0,0,5,1,1,1,3,1,3,2,0,7,2,0,0,0,0,0,0,0,0,0,0,
Charlotte,83,51037,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,3,0,0,0,4,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,1,2,1,2,1,0,0,2,0,1,1,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cumberland,84,51049,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,5,0,0,2,0,0,0,1,0,1,4,1,0,3,2,0,1,0,1,0,2,0,0,4,0,0,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,0,1,2,1,3,1,0,0,0,1,1,1,1,1,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,
Lunenburg,85,51111,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,2,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,6,0,2,0,0,1,0,1,0,3,2,1,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,6,1,1,1,0,0,0,4,0,0,2,2,0,0,2,2,0,0,1,1,2,1,0,3,4,0,0,0,0,0,0,0,0,0,0,
Nottoway,86,51135,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,1,3,1,3,1,4,6,1,0,4,4,0,2,0,1,7,5,2,2,0,1,0,6,6,0,0,20,3,4,1,0,2,0,1,1,0,1,2,0,0,0,0,1,0,3,3,0,0,4,11,1,6,1,0,8,2,5,0,0,2,0,0,9,0,1,3,2,2,0,1,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Prince Edward,87,51147,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,4,0,2,0,2,0,0,0,2,0,10,5,3,4,0,0,5,3,2,4,0,0,3,4,1,2,1,0,0,2,1,3,0,1,0,4,6,3,13,5,4,0,0,14,7,0,0,5,0,3,6,0,3,0,2,0,3,0,2,2,6,0,1,8,1,0,2,0,0,0,0,2,1,2,0,4,0,4,1,4,3,19,0,0,1,2,3,15,2,1,0,1,0,0,0,1,0,0,2,1,0,0,0,4,12,0,26,5,11,23,18,10,5,2,28,3,8,14,0,0,13,0,4,9,11,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,
Pittsylvania,88,51143,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,2,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,5,1,0,2,0,0,1,1,4,3,0,0,3,1,1,4,0,1,0,0,2,0,3,0,0,4,2,3,1,9,1,0,3,3,0,6,3,2,1,0,7,7,5,1,9,5,0,1,9,2,3,0,2,7,0,2,11,12,2,2,12,3,7,7,13,15,0,16,5,1,9,7,21,1,4,13,7,13,25,21,5,3,9,26,6,63,6,14,9,14,23,7,7,4,10,7,15,8,0,0,0,0,0,0,0,0,0,0,
Danville,89,51590,0,1,2,0,0,0,0,0,3,2,3,0,1,2,0,4,1,0,0,1,1,0,0,0,2,3,1,1,0,2,0,1,1,0,0,1,1,0,2,0,0,0,1,0,1,0,0,1,2,0,2,0,1,0,0,0,1,0,1,0,0,2,0,0,2,1,0,4,1,1,1,0,2,0,0,0,0,1,0,2,0,2,1,0,0,2,0,4,1,0,0,1,0,4,2,1,2,4,1,2,2,2,6,0,0,2,1,2,9,22,3,0,10,3,6,12,19,8,0,18,15,4,8,6,22,0,9,13,9,14,16,14,3,7,8,24,9,10,6,4,4,11,11,10,14,12,10,9,10,16,0,0,0,0,0,0,0,0,0,0,
Portsmouth,90,51740,0,0,0,1,0,0,8,1,3,1,9,0,1,9,5,3,4,1,2,3,5,0,3,1,2,0,0,17,11,5,2,3,5,6,35,1,8,12,3,10,0,4,2,4,1,8,0,6,2,3,4,2,3,3,3,9,4,4,6,2,9,10,9,1,2,10,13,1,5,12,0,3,0,10,8,0,8,3,10,6,5,0,11,1,8,7,3,0,1,13,2,5,16,7,6,4,12,11,15,16,13,13,10,0,23,21,12,22,35,24,28,47,33,33,45,53,41,43,37,39,30,50,60,42,24,76,23,27,45,30,47,1,91,32,13,50,32,1,29,45,22,52,45,12,1,30,27,2,21,12,0,0,0,0,0,0,0,0,0,0,
Prince William,91,51153,0,13,8,12,16,7,15,12,11,14,28,16,18,43,27,36,38,53,0,45,74,28,46,62,56,42,51,74,57,103,83,74,81,88,96,78,118,136,119,126,120,77,81,94,76,74,192,251,87,103,170,70,142,103,93,175,120,129,132,93,60,234,290,82,83,113,142,121,130,61,113,95,98,91,86,71,58,40,20,43,70,71,28,13,33,30,72,51,72,25,58,76,26,43,59,38,6,75,46,59,52,42,86,12,56,26,23,55,27,40,38,43,57,31,56,70,48,38,50,25,56,49,47,41,122,83,61,60,54,55,14,81,101,50,24,177,88,60,28,50,39,81,87,51,66,34,65,45,66,87,0,0,0,0,0,0,0,0,0,0,
Manassas City,92,51683,0,3,0,1,1,2,1,1,3,1,1,0,3,3,0,5,4,5,0,7,8,4,9,10,10,11,3,14,7,10,10,17,4,7,10,21,20,6,36,8,7,16,21,22,23,3,23,47,2,29,56,18,41,20,34,52,19,44,21,28,14,43,107,10,5,33,42,46,13,30,19,12,24,24,14,20,6,8,9,11,17,10,5,3,3,17,15,1,10,3,1,3,4,5,3,5,0,12,17,3,13,5,16,1,6,6,0,8,10,3,8,1,3,2,12,10,6,3,1,13,9,6,2,6,8,9,2,10,8,3,2,3,2,6,5,11,7,10,9,4,4,9,10,7,14,6,7,6,5,6,0,0,0,0,0,0,0,0,0,0,
Manassas Park,93,51685,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,3,0,0,3,1,2,5,0,4,5,1,3,4,6,0,1,5,3,7,1,7,8,6,6,8,5,5,8,2,4,15,4,13,18,6,7,4,11,4,5,16,5,2,9,22,16,3,1,6,12,6,12,10,5,7,4,8,4,4,0,1,1,8,3,6,6,4,2,3,9,5,3,4,2,0,1,2,3,6,0,4,0,1,3,1,9,1,2,2,2,4,2,1,4,0,2,1,4,2,2,1,4,1,1,3,0,1,3,2,5,2,2,1,2,0,2,3,1,1,6,3,0,1,2,2,10,0,5,3,2,2,4,3,0,0,0,0,0,0,0,0,0,0,
Caroline,94,51033,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,1,2,2,0,2,0,1,3,3,1,0,0,0,0,1,3,2,5,0,2,1,2,1,1,1,1,0,0,0,1,2,1,0,0,0,2,1,0,0,1,1,2,4,2,1,2,6,3,2,7,0,0,3,4,7,3,4,2,1,1,5,3,2,2,3,3,2,4,1,0,0,1,1,2,0,0,0,0,0,3,0,0,1,0,0,2,1,3,2,3,2,3,2,4,3,3,0,0,4,2,4,0,3,0,1,3,3,2,4,7,1,0,1,1,1,6,6,2,6,2,2,3,2,1,4,1,1,1,4,5,0,0,0,0,0,0,0,0,0,0,
King George,95,51099,0,0,1,1,0,1,0,1,0,2,2,0,2,0,1,2,1,0,1,0,2,1,1,0,0,0,0,1,1,1,2,2,2,1,2,0,2,2,0,2,0,1,2,0,0,0,3,1,2,0,0,1,2,1,0,0,0,1,1,2,2,2,4,0,2,0,3,3,1,1,0,2,0,1,5,0,1,4,0,4,0,1,0,3,2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,3,2,1,0,0,0,1,1,1,0,1,0,0,2,1,1,1,3,2,1,0,2,1,2,0,0,0,0,1,12,4,3,1,4,4,5,2,4,3,2,1,1,6,3,0,0,0,0,0,0,0,0,0,0,
Spotsylvania,96,51177,0,0,0,1,2,1,1,1,1,2,7,6,2,3,2,5,7,4,3,1,5,4,2,7,3,2,3,2,4,11,3,4,6,12,7,5,12,12,19,12,9,11,17,7,3,6,9,9,4,9,12,9,13,8,7,20,12,15,7,13,15,21,41,11,13,13,24,32,15,15,4,3,22,19,61,12,5,11,6,10,13,61,24,12,9,4,12,17,11,7,8,7,7,14,30,6,4,8,1,7,9,17,9,2,10,5,7,17,0,6,1,5,6,14,16,12,12,6,14,29,15,1,0,13,19,10,17,20,14,13,14,25,18,15,31,28,22,15,13,15,22,34,11,17,9,14,21,7,13,11,0,0,0,0,0,0,0,0,0,0,
Stafford,97,51179,0,1,4,0,2,7,4,4,0,2,9,3,2,6,0,6,6,7,5,15,8,13,12,8,15,9,9,3,6,10,13,5,15,5,3,4,15,11,11,9,17,20,13,13,10,10,20,10,12,17,13,16,16,9,17,17,13,26,12,17,12,18,43,15,15,9,21,11,9,11,5,4,8,15,38,12,9,7,10,21,15,10,6,7,6,11,4,0,4,6,6,13,5,11,9,9,2,3,2,10,0,10,3,1,10,7,9,10,8,4,5,10,10,11,5,11,7,9,12,11,12,6,7,9,17,12,13,10,6,15,8,17,11,6,16,34,16,8,11,20,19,22,14,20,16,10,28,9,13,14,0,0,0,0,0,0,0,0,0,0,
Fredericksburg,98,51630,0,1,0,0,0,0,0,0,1,2,3,0,0,1,0,2,0,1,1,1,1,1,0,0,0,2,0,0,0,3,1,2,0,1,3,1,5,1,3,2,6,0,3,4,3,3,3,0,5,6,8,2,7,4,3,5,0,6,2,4,5,5,13,0,7,5,11,6,2,6,0,6,8,6,16,0,0,1,3,2,2,7,3,2,2,3,1,4,4,5,2,1,1,2,1,7,1,0,3,1,4,1,0,0,5,3,1,0,13,2,6,2,1,0,2,4,2,0,4,2,6,4,6,2,9,9,2,5,3,8,2,10,3,9,8,8,4,3,3,0,8,7,3,2,2,0,0,3,8,1,0,0,0,0,0,0,0,0,0,0,
Culpeper,99,51047,0,0,0,0,0,1,0,2,1,1,1,0,0,1,1,3,1,3,2,1,4,1,4,3,7,4,8,14,8,11,6,5,8,10,13,3,12,21,15,14,5,5,8,8,22,14,11,12,15,29,9,14,22,9,14,64,42,32,29,19,20,20,24,7,11,10,8,17,22,7,7,5,8,5,19,3,5,1,1,0,3,3,3,4,3,0,2,2,1,0,7,1,0,3,1,1,0,0,3,1,2,3,5,1,6,2,6,4,11,1,4,6,9,1,12,5,5,5,9,3,3,1,0,3,7,6,2,4,4,4,5,6,5,2,13,11,8,9,3,4,0,9,8,4,6,2,4,5,5,5,0,0,0,0,0,0,0,0,0,0,
Fauquier,100,51061,0,1,3,2,0,0,1,0,1,1,1,0,1,7,0,3,3,2,0,3,0,1,3,3,1,3,2,8,7,8,9,7,7,9,9,4,2,17,0,5,7,7,1,1,4,15,4,8,0,10,10,5,6,2,10,20,8,10,6,2,13,3,15,2,1,5,4,3,8,3,3,5,5,6,10,8,2,5,4,2,4,5,1,7,5,1,2,2,1,5,4,4,0,1,1,0,0,3,0,1,6,4,11,4,4,5,5,11,5,16,5,0,1,5,8,11,6,2,6,9,6,1,5,2,8,1,2,1,0,1,2,6,4,4,4,14,8,2,4,3,0,1,3,5,6,4,5,6,5,9,0,0,0,0,0,0,0,0,0,0,
Madison,101,51113,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,1,0,0,1,1,0,1,0,0,3,0,0,0,0,5,0,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,2,1,0,0,0,1,0,0,2,0,3,1,1,0,2,1,0,1,0,2,0,2,2,1,0,1,1,2,0,0,0,4,0,2,0,5,0,0,0,0,0,0,0,0,0,0,
Orange,102,51137,0,1,0,0,0,0,1,2,0,0,1,0,0,2,0,2,5,0,0,1,1,2,1,1,1,0,1,0,1,0,0,3,1,0,1,0,4,5,1,0,2,2,1,1,0,1,2,1,1,2,0,1,2,3,4,7,2,4,0,4,3,1,5,5,1,5,4,1,4,4,1,4,4,0,0,0,1,1,0,5,0,6,1,2,2,1,0,1,0,1,3,0,1,1,2,0,1,3,1,2,0,1,0,0,1,0,1,3,1,1,1,4,2,1,3,3,2,3,6,2,1,3,1,2,7,1,2,1,2,3,2,1,2,6,1,4,5,0,0,0,1,1,1,0,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,
Rappahannock,103,51157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,0,1,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,3,4,1,0,0,1,0,0,0,1,0,2,0,1,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
