source ,,http://www.vdh.virginia.gov/coronavirus/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campbell,22,51031,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,2,0,3,0,0,2,2,0,0,1,0,2,7,0,2,1,1,0,0,3,3,0,0,2,1,0,2,7,2,1,4,1,0,3,1,3,3,4,5,0,5,7,1,15,4,10,1,12,5,2,6,5,6,8,14,16,7,0,5,0,12,9,7,7,2,7,4,6,7,0,0,0,0,0,0,0,0,0,0,
Lynchburg,23,51680,0,1,1,0,1,1,1,2,2,0,1,0,1,9,0,1,6,4,0,2,0,1,0,4,0,0,0,5,0,4,1,0,2,1,0,1,1,5,4,2,0,1,3,0,0,0,0,1,1,2,1,0,0,0,1,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,2,1,0,0,4,0,3,6,3,0,0,5,3,6,10,0,2,5,8,0,1,13,3,0,2,5,0,0,8,10,4,3,0,7,5,16,5,10,15,19,24,1,6,11,11,31,16,22,4,33,11,19,10,17,17,11,39,38,26,10,17,10,26,23,16,17,0,18,9,27,14,0,0,0,0,0,0,0,0,0,0,
Chesapeake,24,51550,0,3,1,2,8,3,5,8,8,11,15,7,5,3,19,2,8,6,6,5,10,4,3,4,7,8,4,10,4,6,11,3,8,6,6,12,10,14,7,16,5,9,13,5,5,9,3,12,3,11,8,17,1,4,3,9,5,11,7,7,7,16,10,13,9,13,26,1,14,6,7,6,9,14,15,4,9,12,5,14,14,9,13,6,6,13,12,12,12,26,15,18,8,46,8,25,8,8,30,34,13,31,12,11,20,42,29,45,42,49,73,53,62,68,51,52,73,73,32,60,17,86,126,72,95,30,72,43,59,12,76,79,72,25,47,67,44,40,37,9,50,74,76,39,61,45,16,39,26,28,0,0,0,0,0,0,0,0,0,0,
Chesterfield,25,51041,0,2,0,0,1,8,22,16,14,16,17,2,0,20,17,13,21,24,6,2,30,13,13,24,19,1,20,15,10,46,21,17,17,0,31,13,30,26,36,8,0,45,35,26,34,24,22,2,48,25,47,37,32,10,14,41,57,32,20,41,0,7,13,50,68,69,61,87,20,59,34,60,40,36,34,35,76,53,46,68,41,31,13,65,57,59,81,85,16,20,74,59,25,49,58,14,13,28,17,25,35,0,43,11,33,19,30,27,34,20,27,62,46,35,43,25,20,25,66,26,45,64,29,28,36,30,33,48,60,31,52,77,44,29,46,67,67,12,8,69,36,37,30,54,25,2,61,36,27,25,0,0,0,0,0,0,0,0,0,0,
Powhatan,26,51145,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,3,1,1,0,1,0,0,1,0,1,0,3,0,0,0,0,1,2,0,3,0,1,0,0,1,7,1,2,0,1,0,2,1,0,0,2,1,1,4,2,1,0,4,5,3,1,2,0,2,3,0,0,2,0,0,0,2,0,0,1,4,1,0,5,3,0,2,0,1,0,2,0,3,2,1,0,1,4,2,2,2,0,5,1,4,3,0,6,3,3,0,2,2,5,3,2,6,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,
Colonial Heights,27,51570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,4,6,1,1,1,4,0,3,10,1,4,0,2,2,0,2,2,5,0,3,0,0,1,4,2,1,0,1,0,1,4,2,1,2,0,0,1,3,2,1,0,0,0,2,0,1,0,5,4,1,0,0,1,0,0,1,3,3,2,0,5,4,0,0,2,0,2,7,5,0,0,1,7,3,0,1,0,0,0,1,1,0,0,3,2,1,0,0,1,4,1,1,3,2,0,0,0,0,1,3,1,0,3,0,1,1,2,0,2,1,3,3,1,2,1,1,6,2,0,0,3,3,1,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,
Charles City,28,51036,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,1,2,0,0,0,3,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,
Goochland,29,51075,0,0,0,2,1,0,1,0,2,0,2,5,2,5,2,0,2,0,6,6,1,1,1,11,3,0,3,4,1,0,6,0,1,2,2,0,2,2,0,1,1,0,1,0,0,0,0,0,1,0,4,0,1,0,1,0,0,1,0,1,0,3,0,1,0,2,1,3,0,2,2,0,2,0,2,0,1,0,3,3,2,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,1,0,0,1,1,0,4,0,3,0,1,0,2,1,1,1,0,1,2,1,1,0,1,1,0,0,1,1,4,2,2,2,1,1,2,2,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,
Hanover,30,51085,0,1,0,1,1,1,1,0,2,4,0,0,1,6,3,7,2,7,0,1,13,1,8,9,9,5,7,2,4,2,1,3,2,3,1,4,5,14,1,4,4,4,8,1,1,8,7,1,3,9,15,10,7,5,5,7,6,6,2,6,0,23,26,8,7,4,2,4,1,8,0,5,2,2,8,0,4,3,3,5,6,3,3,1,3,2,7,10,6,2,5,0,2,3,1,4,3,6,0,6,7,1,4,2,3,4,3,8,2,7,7,3,5,13,4,3,3,4,14,0,8,7,11,6,12,1,3,4,1,4,2,7,8,6,4,22,4,3,9,3,4,16,14,5,5,3,13,6,7,3,0,0,0,0,0,0,0,0,0,0,
New Kent,31,51127,0,0,0,1,0,0,0,0,2,3,2,1,3,0,0,0,2,0,0,1,2,1,0,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,6,0,1,0,0,0,0,2,0,1,0,4,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,3,2,0,0,0,0,0,3,0,0,0,2,0,0,1,5,5,1,2,0,0,8,0,4,2,4,4,1,4,3,0,2,3,1,1,2,1,1,2,2,0,1,2,3,1,1,0,1,3,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,
Dinwiddie,32,51053,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,0,0,1,0,0,4,0,0,2,1,0,0,1,0,2,0,5,2,0,0,0,0,2,1,2,0,3,3,0,0,2,7,2,0,0,1,0,0,7,6,7,3,6,3,3,0,1,6,3,5,0,0,1,2,0,4,2,1,2,0,3,1,4,3,0,2,4,3,0,2,10,0,0,2,0,1,5,0,0,3,1,2,0,0,0,2,0,4,2,1,1,2,1,1,1,3,0,1,2,4,8,6,2,1,1,1,2,9,1,0,2,1,5,2,2,2,0,3,1,5,6,2,3,3,4,1,0,0,0,0,0,0,0,0,0,0,
Greensville,33,51081,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,1,1,0,2,5,1,0,2,0,0,3,2,1,6,0,0,0,6,0,2,1,0,0,0,2,0,2,1,0,0,2,1,1,1,0,1,0,0,0,4,1,0,0,0,0,0,2,1,5,6,4,0,1,26,50,63,16,10,15,1,22,23,3,3,30,7,1,0,1,1,0,0,0,3,1,3,1,1,3,0,0,5,2,5,0,2,0,0,0,3,3,1,1,1,5,1,2,2,0,1,0,1,1,1,4,4,6,0,3,4,1,4,2,3,5,12,1,0,3,11,11,19,13,2,32,6,34,0,1,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,
Prince George,34,51149,0,0,2,0,2,1,2,1,0,2,6,2,0,3,3,1,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,2,0,1,1,0,5,0,0,2,0,0,2,1,0,1,2,1,0,0,3,4,0,0,0,4,0,0,11,8,2,40,5,0,3,6,0,7,0,4,2,2,3,0,5,0,4,1,4,1,1,1,9,12,22,2,0,8,7,5,1,1,6,3,1,0,5,1,0,1,1,8,0,1,3,4,3,0,11,1,3,3,5,3,2,0,5,4,2,14,1,7,1,1,1,3,2,7,0,5,12,20,3,4,0,32,8,0,19,11,2,3,3,11,2,6,0,0,0,0,0,0,0,0,0,0,
Surry,35,51181,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,3,1,3,1,1,4,0,0,0,0,0,0,0,2,0,1,1,3,2,3,2,3,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,
Sussex,36,51183,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,2,0,0,0,0,2,0,2,0,0,1,11,0,2,3,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,4,0,15,14,13,0,11,7,1,1,0,14,0,0,21,3,4,9,3,0,7,0,4,8,1,1,0,0,0,0,1,1,1,3,2,0,1,1,0,0,0,1,1,4,2,1,1,0,0,0,6,5,3,1,0,1,1,1,0,1,0,1,2,2,3,8,2,4,1,1,1,2,7,8,3,3,5,6,1,5,0,1,0,2,1,1,2,7,7,5,5,1,2,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
Emporia,37,51595,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,4,1,0,6,0,0,0,2,0,2,1,0,0,1,22,0,0,1,0,0,1,1,0,1,0,0,0,2,3,3,0,0,2,0,0,2,0,8,6,2,0,1,3,0,4,3,0,2,1,0,2,2,1,0,1,2,1,3,5,1,5,0,0,4,2,5,1,3,6,0,0,3,1,3,1,0,2,0,2,0,2,0,0,0,0,0,0,2,0,3,0,0,1,2,2,0,0,1,4,2,1,0,0,2,0,2,4,0,1,2,0,1,3,0,2,2,1,5,0,4,0,11,1,0,0,0,0,0,0,0,0,0,0,0,
Hopewell,38,51670,0,0,0,1,0,2,1,0,1,2,2,1,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,1,2,0,0,0,1,2,0,4,0,2,0,0,0,4,2,5,1,3,1,0,2,2,5,3,1,4,1,0,0,7,5,3,4,2,3,2,4,2,5,7,4,2,2,0,2,0,9,9,0,3,3,5,1,1,0,0,1,3,8,0,0,6,0,0,5,2,6,2,1,1,2,3,0,1,1,5,3,8,1,2,4,8,1,3,3,3,2,2,1,0,3,6,4,1,0,1,0,1,4,1,0,1,5,4,3,0,3,3,1,3,4,5,6,1,3,1,7,0,0,0,0,0,0,0,0,0,0,
Petersburg,39,51730,0,0,0,0,0,2,0,2,0,4,2,0,0,0,0,3,1,4,0,2,0,0,0,2,0,0,0,3,0,3,0,0,0,3,0,1,0,2,2,0,4,1,2,0,0,0,4,3,5,0,4,1,0,0,2,15,5,4,0,3,0,2,8,5,11,6,9,7,4,3,2,9,7,4,2,2,3,4,2,2,2,5,6,1,2,2,1,1,0,1,2,10,1,7,2,0,5,8,5,10,7,15,4,15,21,2,1,6,11,1,3,3,10,4,1,6,10,1,1,3,6,5,5,1,13,4,3,15,16,12,11,8,5,10,5,13,1,8,5,6,5,0,0,6,4,3,2,6,12,11,0,0,0,0,0,0,0,0,0,0,
Buchanan,40,51027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,1,2,2,1,0,0,3,4,2,3,1,2,0,1,0,7,1,0,0,2,0,0,3,2,2,0,0,1,1,0,1,4,0,3,0,0,0,1,2,0,1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,
Dickenson,41,51051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,3,0,2,3,1,1,1,5,0,4,5,0,2,1,2,5,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,
Russell,42,51167,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,3,3,2,0,3,0,1,1,0,1,1,1,4,1,2,1,7,4,2,7,1,0,0,2,8,3,16,2,10,11,3,13,2,4,2,4,5,5,7,3,1,5,0,0,0,0,0,0,0,0,0,0,0,
Tazewell,43,51185,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,0,0,0,1,5,1,0,1,2,2,2,3,1,1,1,3,4,2,3,6,1,2,8,2,1,9,3,1,6,5,3,3,4,1,3,10,1,0,2,3,1,3,1,3,1,0,7,2,5,3,0,0,0,0,0,0,0,0,0,0,
Accomack,44,51001,0,1,0,0,1,3,1,0,3,0,0,3,0,0,0,0,1,3,0,0,0,0,4,9,5,9,10,0,7,17,24,46,41,8,28,6,35,39,50,47,25,4,4,30,0,33,12,16,6,15,48,55,20,20,2,11,8,0,2,11,5,4,27,22,27,20,36,46,8,22,14,13,3,1,13,0,0,1,0,3,2,4,3,11,11,0,4,2,7,1,1,1,3,0,2,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,3,3,1,1,4,0,2,0,1,3,2,4,3,2,0,3,2,1,2,3,0,2,8,5,2,4,2,3,5,4,3,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,
Northampton,45,51131,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,1,4,3,5,4,4,7,1,28,18,12,40,5,1,3,6,0,10,4,7,1,3,10,9,3,2,0,6,1,1,0,4,3,3,5,4,2,1,2,7,4,2,2,2,2,2,4,0,1,1,2,0,2,1,0,2,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,2,4,4,3,1,0,4,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,
Fairfax,46,51059,0,33,45,32,31,37,20,44,40,44,15,39,62,44,38,120,87,169,62,156,43,91,77,101,157,176,116,152,179,106,172,211,144,113,276,170,163,286,149,294,275,219,182,29,293,272,282,308,270,196,285,208,227,257,200,177,143,417,154,211,44,493,357,230,434,235,168,204,109,207,170,219,89,152,399,148,92,51,66,51,76,78,75,11,50,56,35,97,78,80,80,9,23,42,75,50,62,10,14,22,79,107,81,52,0,62,31,72,47,79,74,18,79,34,44,67,80,56,60,84,48,105,34,39,151,54,61,36,10,73,79,139,80,32,68,154,61,74,69,99,98,61,113,66,113,75,84,76,100,89,0,0,0,0,0,0,0,0,0,0,
Fairfax City,47,51600,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,8,10,1,3,1,0,0,0,1,0,0,0,2,0,3,1,0,1,1,4,0,0,0,1,3,2,1,1,0,0,0,0,4,0,1,0,5,2,0,4,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2,2,0,1,1,1,0,0,0,3,1,3,2,1,1,0,1,5,5,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,
Falls Church,48,51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,0,1,0,0,2,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,2,0,1,2,2,0,0,0,2,0,1,0,1,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Hampton,49,51650,0,1,4,2,0,2,4,1,2,13,10,1,1,2,10,0,9,2,1,7,1,2,2,1,1,4,7,2,5,2,0,2,3,4,0,1,6,4,3,1,5,0,3,0,4,3,6,2,1,1,8,2,0,3,2,1,1,2,2,3,2,7,2,0,7,2,5,10,3,2,0,2,1,0,11,1,1,3,2,1,0,4,3,5,2,3,1,6,6,7,0,5,5,15,9,5,6,12,8,3,15,6,9,7,14,19,15,30,15,19,56,24,24,15,18,20,56,22,28,21,14,36,26,25,43,22,25,10,34,2,39,22,33,26,2,42,37,18,17,12,16,18,18,12,16,12,13,15,11,29,0,0,0,0,0,0,0,0,0,0,
Henrico,50,51087,0,7,7,3,9,4,18,16,9,25,62,20,13,60,24,28,23,26,11,18,35,21,44,35,27,25,14,23,63,34,11,35,28,25,18,11,30,22,28,28,10,21,15,25,7,22,13,16,23,40,28,24,28,26,20,27,22,18,36,36,35,46,54,33,45,54,76,66,38,61,14,13,37,50,63,32,18,16,8,23,41,30,25,22,21,10,26,15,30,13,22,15,37,43,17,19,5,7,12,12,14,34,18,4,23,13,4,59,38,38,31,34,22,17,23,18,32,21,39,15,27,51,71,29,81,65,30,43,32,60,8,45,36,24,28,69,28,32,33,44,20,31,43,26,41,40,40,13,22,35,0,0,0,0,0,0,0,0,0,0,
Lee,51,51105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,1,0,0,0,2,0,2,1,2,4,0,1,5,0,3,9,8,6,3,5,8,4,2,3,3,5,4,0,5,1,3,1,5,4,1,6,4,5,5,5,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
Scott,52,51169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,3,0,5,0,0,5,0,0,3,1,3,3,1,4,2,4,2,1,6,2,1,3,19,5,1,11,9,0,0,1,2,4,2,7,1,5,3,0,0,0,0,0,0,0,0,0,0,
Wise,53,51195,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,3,0,0,5,1,1,3,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,1,2,2,3,0,7,1,1,2,1,0,2,0,4,3,0,1,0,8,0,4,1,4,5,0,10,8,7,1,7,9,4,11,27,13,20,7,21,9,6,12,6,7,7,0,0,0,0,0,0,0,0,0,0,
Norton,54,51720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,1,2,0,0,1,1,0,3,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Clarke,55,51043,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,3,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,1,1,1,0,2,1,0,1,2,0,0,2,2,0,0,1,1,0,1,0,2,0,3,1,0,1,1,2,0,0,1,1,0,0,0,2,3,0,1,1,1,1,1,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,2,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Frederick,56,51069,0,2,2,0,4,2,2,3,1,4,4,3,4,12,3,8,8,1,2,1,5,2,0,4,5,0,0,2,3,1,0,6,0,2,2,4,4,10,0,6,5,6,12,3,3,12,2,2,9,7,9,4,14,2,6,6,11,11,4,6,7,9,1,24,23,12,13,5,10,12,7,6,4,5,17,0,4,2,1,7,5,5,2,0,5,4,2,3,7,4,1,0,3,1,14,9,3,2,12,7,5,1,3,0,4,5,5,2,7,8,2,5,7,5,5,7,6,9,0,10,7,12,8,4,1,2,3,5,2,10,2,7,2,1,2,5,0,1,0,4,1,2,2,5,3,3,8,6,4,5,0,0,0,0,0,0,0,0,0,0,
Page,57,51139,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,3,3,0,1,0,2,6,8,52,2,3,2,2,9,4,3,2,4,0,7,2,1,5,0,1,0,11,3,2,13,3,0,4,1,0,6,14,2,9,2,9,5,1,5,1,5,5,1,0,2,4,7,1,1,1,2,1,1,0,1,4,0,3,2,0,2,0,1,0,2,0,1,0,0,2,6,3,3,0,2,2,5,3,2,1,2,1,3,1,7,0,3,2,2,1,0,7,2,0,2,0,1,1,0,1,0,1,1,1,1,3,0,2,6,2,1,0,1,2,2,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,
Shenandoah,58,51171,0,3,0,0,1,2,1,1,1,1,0,2,1,0,1,2,0,1,1,0,6,4,1,5,6,0,2,4,8,5,7,7,2,4,1,16,13,12,14,11,4,16,25,23,23,6,3,5,10,11,7,7,12,6,16,10,16,10,3,7,7,4,2,16,20,15,15,4,10,7,0,5,2,4,4,4,3,5,7,6,4,1,1,5,6,8,4,2,4,2,4,1,5,0,6,0,1,3,5,15,2,3,11,0,2,1,3,2,3,2,4,1,3,14,4,7,1,5,4,1,0,9,0,2,1,2,3,0,2,8,5,1,4,1,3,1,10,17,0,5,2,4,4,4,6,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,
Warren,59,51187,0,1,1,0,0,0,1,0,0,1,0,0,1,1,2,1,1,5,0,2,2,1,1,1,2,0,0,2,1,3,6,6,1,1,3,4,1,5,4,0,2,5,3,4,3,4,3,1,1,1,2,4,2,3,0,4,2,5,0,0,1,6,0,12,12,5,9,2,0,9,38,13,3,2,0,0,2,3,0,3,1,1,1,2,0,1,1,1,18,11,1,0,3,0,9,7,0,0,6,2,2,1,2,2,1,2,1,1,4,4,1,1,3,1,4,4,0,8,0,6,0,0,2,1,3,0,0,1,3,0,0,0,3,1,1,1,1,0,0,1,0,4,6,1,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,
Winchester,60,51840,0,0,0,0,1,2,0,2,0,4,1,1,2,1,1,1,0,3,0,1,0,1,0,1,3,0,0,2,2,1,1,2,0,0,3,0,1,4,5,3,1,6,4,1,0,3,2,0,3,4,2,4,1,0,4,12,8,6,11,7,15,2,2,9,12,8,11,2,2,5,2,17,10,7,0,3,3,10,2,10,3,1,1,4,4,3,2,1,7,6,5,3,1,1,8,1,3,3,9,4,0,2,2,0,0,0,0,2,4,14,2,1,4,0,5,5,3,3,1,2,2,1,2,2,3,0,0,0,1,0,1,0,2,2,0,3,0,0,0,4,1,4,4,4,5,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,
Loudoun,61,51107,0,10,15,11,7,0,26,18,16,9,20,17,21,21,29,20,16,22,13,15,20,23,11,7,28,12,21,22,7,23,31,35,32,32,60,39,19,86,49,50,30,37,27,18,27,57,32,36,15,73,56,35,56,16,40,41,52,121,107,24,0,226,139,88,44,111,100,46,36,25,23,135,43,102,155,53,27,6,49,51,41,63,20,35,19,41,5,39,42,27,20,51,56,67,84,42,36,32,47,36,30,62,32,9,36,30,37,30,24,34,24,27,61,38,19,20,51,23,25,43,20,11,27,24,94,25,26,20,10,19,20,25,34,24,33,46,58,26,26,40,26,31,38,41,29,17,24,28,34,33,0,0,0,0,0,0,0,0,0,0,
Bland,62,51021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,8,0,3,3,2,3,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
